Make,Model,Year of manufacture,Body,Doors,Seats,Colour,Engine size,Price,Mileage,Fuel type,Fuel economy,Transmission,Horse power,Owners,Extraction time
Hyundai,i30 1.5T GDI N LINE 5DR,2021,Hatchback,5,5,Grey,1.5,3680,1,Hybrid,44.8,Manual,158,n/a,16-11-2021
Vauxhall,Mokka 1.4T SE 5DR AUTO,2014,Hatchback,5,5,Brown,1.4,1840,"30,39",Petrol,41.5,Manual,138,2,16-11-2021
Hyundai,IONIQ 1.6 GDI HYBRID PREMIUM SE 5DR DCT,2021,Hatchback,5,5,Blue,1.6,4240,1,Hybrid,62.8,Manual,140,n/a,16-11-2021
Hyundai,i10 1.0 MPI SE CONNECT 5DR,2021,Hatchback,5,5,Bronze,1.0,2320,1,Petrol,56.5,Manual,65,n/a,16-11-2021
Hyundai,i10 1.0 MPI SE CONNECT 5DR,2021,Hatchback,5,5,Turquoise,1.0,2320,1,Petrol,56.5,Manual,65,n/a,16-11-2021
Hyundai,i20 1.0T GDI SE 5DR,2016,Hatchback,5,5,Silver,1.0,1600,"25,044",Petrol,65.7,Manual,99,2,16-11-2021
Hyundai,Santa Fe 1.6 TGDI HYBRID PREMIUM 5DR 4WD AUTO,2021,n/a,n/a,n/a,Black,1.6,6560,4,n/a,n/a,Manual,n/a,n/a,16-11-2021
Hyundai,Tucson 1.6 GDI BLUE DRIVE SE NAV 5DR 2WD,2018,Estate,5,5,Blue,1.6,2960,"18,229",Petrol,44.8,Manual,130,1,16-11-2021
Hyundai,Kona 1.0T GDI BLUE DRIVE PREMIUM SE 5DR,2018,Hatchback,5,5,Black,1.0,2800,"25,069",Petrol,52.3,Manual,118,2,16-11-2021
Hyundai,Kona 1.0 TGDI 48V MHEV PREMIUM 5DR,2021,Hatchback,5,5,Black,1.0,3600,1,Hybrid,47.1,Manual,118,n/a,16-11-2021
Hyundai,i10 1.0 PLAY 5DR,2020,Hatchback,5,5,White,1.0,1800,"5,099",Petrol,49.6,Manual,65,1,16-11-2021
Hyundai,i30 1.6 CRDI PREMIUM 5DR DCT,2021,Hatchback,n/a,n/a,Grey,1.6,3680,"1,876",n/a,n/a,Manual,n/a,n/a,16-11-2021
Honda,Civic 1.5 VTEC TURBO SPORT 5DR CVT,2019,Hatchback,5,5,Red,1.5,2600,"77,426",Petrol,46.3,Manual,180,1,16-11-2021
Hyundai,i10 1.0 SE 5DR,2017,Hatchback,5,5,White,1.0,1280,"28,11",Petrol,60.1,Manual,65,1,16-11-2021
Kia,Stonic 1.4 MPI 2 5DR,2019,Hatchback,5,5,Black,1.4,"2541,76","2,562",Petrol,45.6,Manual,98,1,16-11-2021
Hyundai,Tucson 1.6 TGDI 48V MHD SE CONNECT 5DR 2WD,2021,Estate,5,5,White,1.6,4400,2,Hybrid,43.5,Manual,148,n/a,16-11-2021
Ford,Transit Connect Trend 220 L1 1.5 TDCi 100PS,2017,n/a,n/a,2,Silver,1.5,1920,"62,71",n/a,58.9,Manual,99,1,16-11-2021
Hyundai,Bayon 1.0 TGDI 48V MHEV ULTIMATE 5DR,2021,Hatchback,5,5,Silver,1.0,3440,800,Hybrid,53.3,Manual,99,n/a,16-11-2021
Ford,Focus D4 R-Design Pro Automatic,2019,Hatchback,5,5,Blue,1.0,"4767,84","14,677",Petrol,42.8,Manual,123,1,16-11-2021
Ford,Fiesta 1.1 Zetec 5dr,2018,Hatchback,5,5,Blue,1.1,"1839,84","23,973",Petrol,48.7,Manual,84,1,16-11-2021
Peugeot,Expert Professional Long 1200 1.6 HDi 95PS,2018,n/a,n/a,3,White,1.6,2640,"39,454",n/a,50.4,Manual,95,2,16-11-2021
Volkswagen,Polo 1.4 TSI ACT BlueGT 5dr DSG,2017,Hatchback,5,5,White,1.4,"2399,84","20,097",Petrol,61.4,Automatic,148,2,16-11-2021
Ford,Focus 1.0 EcoBoost 125 Zetec Nav 5dr,2019,Hatchback,5,5,Silver,1.0,"2447,84","21,869",Petrol,42.8,Manual,123,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost 95 Trend Navigation 5dr,2020,Hatchback,5,5,Blue,1.0,"2479,84","4,416",Petrol,55.4,Manual,94,1,16-11-2021
Ford,Puma SUV 1.0 EcoBoost Hybrid mHEV ST-Line 5dr,2021,Hatchback,5,5,Blue,1.0,"3759,84","1,302",Petrol,51.4,Manual,123,n/a,16-11-2021
Ford,Focus 1.0 EcoBoost 140 ST-Line Navigation 5dr,2018,Hatchback,5,5,Grey,1.0,"2239,84","25,685",Petrol,57.7,Manual,138,1,16-11-2021
Ford,Ranger Wildtrak Double Cab 3.2 200PS Manual,2018,Pick Up,n/a,5,Black,n/a,4000,"34,272",n/a,34,Manual,197,1,16-11-2021
Land Rover,Freelander 2 2.2 SD4 SPORT LE 5DR AUTO,2011,Estate,5,5,White,2.2,"2432,64","45,651",n/a,40.4,Manual,190,2,16-11-2021
Volkswagen,Polo 2.0 TSI GTI 5DR DSG,2019,Hatchback,5,5,Black,2.0,3280,"20,375",Petrol,39.8,Manual,197,2,16-11-2021
Renault,Kadjar 1.2 TCE SIGNATURE S NAV 5DR,2017,Hatchback,5,5,Red,1.2,"2606,4","21,169",Petrol,48.7,Manual,130,2,16-11-2021
Hyundai,Tucson 1.7 CRDI BLUE DRIVE SE 5DR 2WD,2015,Estate,5,5,Black,1.7,2000,"69,034",n/a,61.4,Manual,114,2,16-11-2021
Peugeot,2008 SUV 1.2 PURETECH 130 GT LINE 5DR,2019,Hatchback,5,5,Black,1.2,"2595,52","23,414",Petrol,55.4,Manual,129,2,16-11-2021
Honda,Civic 1.4 I-VTEC SE PLUS 5DR [NAV],2016,Hatchback,5,5,Red,1.3,2000,"10,367",Petrol,51.4,Manual,98,2,16-11-2021
Vauxhall,Crossland X 1.2T [110] SRi Nav 5dr [6 Spd] [S/S],2020,Hatchback,5,5,Grey,1.2,"2559,84","8,008",Petrol,47.1,Manual,108,2,16-11-2021
Lexus,RC 300h 300h 2.5 F-Sport 2dr CVT [Takumi pack],2020,Coupe,2,4,Silver,2.5,"6239,84","3,592",Hybrid,44.1,Manual,220,1,16-11-2021
Kia,Picanto 2,2018,Hatchback,5,5,Silver,1.2,"1359,84","25,229",Petrol,61.4,Manual,82,1,16-11-2021
Dacia,Sandero Stepway 0.9 TCE ESSENTIAL 5DR,2019,Hatchback,5,5,White,0.9,1600,"28,298",Petrol,51.4,Manual,90,1,16-11-2021
Hyundai,i20 1.0T GDI SE 5DR,2019,Hatchback,5,5,Red,1.0,2000,"13,83",Petrol,47.9,Manual,99,1,16-11-2021
Volvo,XC90 D5  AWD R-Design Pro Automatic,2018,Estate,5,7,Grey,2.0,"6367,84","43,5",n/a,34.5,Automatic,231,1,16-11-2021
Volvo,XC40 B4 FWD,2021,Hatchback,5,5,Blue,2.0,"6047,84","5,5",Hybrid,39.2,Automatic,194,2,16-11-2021
Honda,Civic 1.0 VTEC Turbo EX 5dr,2018,Hatchback,5,5,White,1.0,"2879,84","21,883",Petrol,55.4,Manual,127,3,16-11-2021
Nissan,Navara DCI Double Cab N-CONNECTA 4X4,2018,Pick Up,n/a,5,White,2.3,2960,"67,579",n/a,40.9,Automatic,190,1,16-11-2021
Volvo,XC90 B5 AWD,2021,Estate,5,7,Grey,2.0,"9887,84",100,n/a,42.2,Automatic,231,n/a,16-11-2021
Volvo,XC40 T3 FWD R-Design Automatic,2021,Hatchback,5,5,Silver,1.5,"6367,84",100,n/a,35.8,Automatic,161,n/a,16-11-2021
Volvo,XC90 D5 Inscription,2015,Estate,5,7,Grey,2.0,"4767,84","72,5",n/a,49.6,Automatic,222,2,16-11-2021
Volvo,XC90 B6 AWD,2021,Estate,5,7,Grey,2.0,"9887,84",100,n/a,29.4,Automatic,295,n/a,16-11-2021
Volvo,XC60 D4 AWD R-Design Pro Auto,2018,Estate,5,5,Black,2.0,"5567,84","16,89",n/a,36.7,Automatic,188,1,16-11-2021
Volvo,XC90 D5 PowerPulse AWD Momentum Pro Automatic,2018,Estate,5,7,Black,2.0,"5887,84","34,89",n/a,34,Automatic,231,1,16-11-2021
Volvo,XC40 T3 FWD R-Design Automatic,2021,Hatchback,5,5,Red,1.5,"6351,84",100,n/a,35.8,Automatic,161,n/a,16-11-2021
Volvo,XC60 D4 AWD SE Lux Automatic,2015,Estate,5,5,Bronze,2.4,"3327,84",36,n/a,49.6,Automatic,187,2,16-11-2021
Volvo,XC60 Recharge T8 Plug-in hybrid AWD R-Design Pro Automatic,2021,Estate,5,5,Blue,2.0,"7807,84","1,47",Hybrid,108.7,Automatic,384,n/a,16-11-2021
Fiat,500L CITY CROSS,2019,MPV,5,5,White,1.4,"1999,84","22,116",Petrol,34.5,Manual,94,1,16-11-2021
Ford,Transit Custom 2.2 TDCI 125PS LOW ROOF LIMITED VAN,2015,n/a,n/a,3,White,2.2,3936,"52,244",n/a,42.2,Manual,123,3,16-11-2021
Ford,Fiesta 1.0 EcoBoost 125 ST-Line Edition 5dr,2020,Hatchback,5,5,Blue,1.0,"2879,84","4,693",Petrol,54.3,Manual,123,1,16-11-2021
MINI,Mini COOPER D,2017,Hatchback,5,5,Silver,1.5,"1359,84","91,197",n/a,78.5,Manual,114,2,16-11-2021
Peugeot,108 COLLECTION,2018,Hatchback,5,4,Black,1.0,"1439,84","7,379",Petrol,68.9,Manual,71,1,16-11-2021
Vauxhall,Corsa 1.2 Turbo SE 5dr,2020,Hatchback,5,5,Grey,1.2,"2399,84","8,763",Petrol,52.3,Manual,99,1,16-11-2021
Mazda,Mazda3 2.0 Sport Nav 5dr,2018,Hatchback,5,5,Blue,2.0,"2238,4","33,378",Petrol,55.4,Manual,118,1,16-11-2021
Volkswagen,Polo SE TDI BLUEMOTION,2014,Hatchback,5,5,Black,1.4,920,94,Diesel,83.1,Manual,74,3,16-11-2021
Volkswagen,Polo 1.0 SE 5dr,2019,Hatchback,5,5,Black,1.0,"2239,84",20,Petrol,48.7,Manual,64,2,16-11-2021
Mazda,Mazda2 1.5 SE-L Nav+ 5dr,2018,Hatchback,5,5,Red,1.5,"1919,84",24,Petrol,49.6,Manual,89,1,16-11-2021
Vauxhall,Viva 1.0 [73] SE 5dr,2018,Hatchback,5,5,Silver,1.0,"1279,84",15,Petrol,46.3,Manual,72,2,16-11-2021
Mazda,Mazda2 1.5 Skyactiv G Sport Nav 5dr,2020,Hatchback,5,5,Red,1.5,"2798,4","3,216",Petrol,53.3,Manual,89,1,16-11-2021
Mazda,CX-30 2.0 e-Skyactiv X MHEV SE-L Lux 5dr,2021,Hatchback,5,5,Grey,2.0,"3678,4","3,226",Petrol,50.4,Manual,183,1,16-11-2021
Vauxhall,Corsa 100kW Elite Nav 50kWh 5dr Auto [11kWCh],2020,Hatchback,5,5,Orange,0.0,"3679,84","3,584",n/a,1,Automatic,134,1,16-11-2021
Mazda,Mazda2 1.5d SE-L Nav 5dr,2015,Hatchback,5,5,Red,1.5,"1438,4","25,372",n/a,83.1,Manual,104,3,16-11-2021
Toyota,Yaris 1.5 VVT-i Y20 5dr [Bi-tone],2019,Hatchback,5,5,White,1.5,"2399,84","12,061",Petrol,47.9,Manual,110,1,16-11-2021
Mazda,MX-5 1.5 SE-L Nav 2dr,2018,Convertible,2,2,Silver,1.5,"3359,84","5,6",Petrol,46.3,Manual,129,1,16-11-2021
MINI,Mini 1.5 Cooper 3dr,2017,Hatchback,3,4,Grey,1.5,"2479,84","31,222",Petrol,62.8,Manual,134,2,16-11-2021
Vauxhall,Mokka X 1.4T Design Nav 5dr,2017,Hatchback,5,5,White,1.4,"2079,84",37,Petrol,47.1,Manual,138,2,16-11-2021
Audi,A7 3.0 TDI Quattro 272 Black Edition 5dr S Tronic,2015,Hatchback,5,5,Red,3.0,"3999,84",47,n/a,52.3,Automatic,268,3,16-11-2021
Vauxhall,Grandland X 1.2 Turbo Elite Nav 5dr,2019,Hatchback,5,5,Blue,1.2,"3839,84","10,168",Petrol,45.6,Manual,128,1,16-11-2021
Seat,Leon 1.2 TSI 110 SE 5dr,2016,Hatchback,5,5,Grey,1.2,"1599,84",52,Petrol,57.7,Manual,110,2,16-11-2021
Mitsubishi,ASX 1.6 2 5dr,2018,Hatchback,5,5,Brown,1.6,"2479,84","25,97",Petrol,48.7,Manual,115,1,16-11-2021
MINI,Mini 2.0 Cooper S Sport II 3dr,2021,Hatchback,3,4,Black,2.0,"4319,84","3,544",Petrol,42.8,Manual,189,1,16-11-2021
Kia,Stonic 1.0T GDi 3 5dr,2019,Hatchback,5,5,Black,1.0,"2559,84",13,Petrol,47.1,Manual,118,1,16-11-2021
Vauxhall,Corsa 1.4 Griffin 5dr,2019,Hatchback,5,5,White,1.4,"1839,84","12,7",Petrol,43.5,Manual,89,2,16-11-2021
Ford,Transit Connect 1.5 240 EcoBlue Limited L2 EU6,2019,n/a,n/a,n/a,Silver,1.5,"3199,2","18,352",n/a,41.5,Manual,118,1,16-11-2021
Ford,Transit Connect 1.6 TDCi 200 Trend L1 4dr,2014,n/a,n/a,2,White,1.6,1560,"57,485",n/a,58.9,Manual,74,1,16-11-2021
Volkswagen,Polo 1.0 TSI 95 SE 5dr,2020,Hatchback,5,5,Grey,1.0,"2463,84","9,228",Petrol,52.3,Manual,94,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost 100 Titanium 3dr Navigation - 1 Owner From New,2018,Hatchback,3,5,Blue,1.0,"2063,2","14,261",Petrol,49.6,Manual,99,1,16-11-2021
Ford,Puma 1.0 EcoBoost 125 Hybrid mHEV ST-Line 5dr Navigation - 1 Owner From New,2020,Hatchback,5,5,Red,1.0,3520,"11,644",Petrol,51.4,Manual,123,1,16-11-2021
Volkswagen,Passat 2.0 TDI SE Business 4dr Navigation,2018,Saloon,4,5,Brown,n/a,"1999,84","59,743",n/a,68.9,Manual,148,1,16-11-2021
MINI,Mini 2.0 COOPER S 3d 189 BHP,2016,Hatchback,3,4,Grey,2.0,"2239,2",57,Petrol,49.6,Manual,189,2,16-11-2021
BMW,2 Series 1.5 218I M SPORT 2d 134 BHP,2018,Convertible,2,4,Blue,1.5,"3743,2",22,Petrol,48.7,Automatic,134,1,16-11-2021
Ford,EcoSport 1.0 EcoBoost 140 ST-Line 5dr Navigation - Full Service History,2019,Hatchback,5,5,Silver,1.0,"2959,84","5,977",Petrol,43.5,Manual,138,1,16-11-2021
Audi,A3 1.8 TFSI QUATTRO S LINE 3d 178 BHP,2014,Hatchback,3,5,Black,1.8,"2559,2",65,Petrol,43.5,Automatic,178,3,16-11-2021
Ford,EcoSport 1.0 EcoBoost 125 ST-Line 5dr Navigation - Full Service History,2019,Hatchback,5,5,Blue,1.0,"2991,84","7,507",Petrol,43.5,Manual,123,1,16-11-2021
Ford,Kuga 2.0 TDCi 150 ST-Line 5dr Navigation,2018,Hatchback,5,5,Red,2.0,3280,"20,104",n/a,60.1,Manual,148,2,16-11-2021
Volkswagen,Polo 1.0 TSI 95 SE 5dr,2020,Hatchback,5,5,Black,1.0,"2447,84","11,787",Petrol,52.3,Manual,94,1,16-11-2021
BMW,3 Series 2.0 [184] 320i Sport 4dr Step Auto - Navigation,2020,Saloon,4,5,Black,2.0,"4799,84","7,416",Petrol,41.5,Automatic,181,2,16-11-2021
Ford,Fiesta 1.5 EcoBoost 200 ST-2 3dr - Upgrade Alloys - Full Service History,2018,Hatchback,3,5,Blue,1.5,"2751,84","22,272",Petrol,40.4,Manual,197,1,16-11-2021
Nissan,Micra 1.2 DiG-S 98 Tekna 5dr Navigation,2013,Hatchback,5,5,Blue,1.2,"1007,84","43,991",Petrol,65.7,Manual,97,3,16-11-2021
BMW,1 Series 3.0 M135I 5d 316 BHP,2014,Hatchback,5,5,Grey,3.0,"2719,2",42,Petrol,35.3,Manual,315,2,16-11-2021
Ford,Focus 2.3 RS 5d 346 BHP,2017,Hatchback,5,5,Black,2.3,"5599,2",15,Petrol,36.7,Manual,345,3,16-11-2021
BMW,5 Series 2.0 520D M SPORT 4d 188 BHP,2018,Saloon,4,5,Black,2.0,"4319,2",19,n/a,65.7,Automatic,188,3,16-11-2021
Ford,Puma SUV 1.0 EcoBoost 125 ST-Line 5dr Navigation - Full Service History,2020,Hatchback,5,5,Grey,1.0,"3519,84","10,171",Petrol,48.7,Manual,123,1,16-11-2021
Ford,Focus 1.0 EcoBoost 125 ST-Line 5dr Navigation - Full Service History,2018,Hatchback,5,5,Red,1.0,"2911,84","14,86",Petrol,48.7,Manual,123,1,16-11-2021
Mercedes-Benz,E-Class 2.0 E 220 D AMG LINE PREMIUM 2d 192 BHP,2018,Coupe,2,4,Silver,1.9,"5119,2",35,n/a,70.6,Automatic,191,2,16-11-2021
Volkswagen,Golf 2.0 R DSG 3d 298 BHP,2014,Hatchback,3,5,Blue,2.0,"3199,2",47,Petrol,39.8,Automatic,298,4,16-11-2021
Seat,Ateca 1.4 EcoTSI 150 FR 5dr DSG - Full Service History,2018,Hatchback,5,5,Grey,1.4,"2927,84","85,931",Petrol,51.4,Automatic,148,1,16-11-2021
Volvo,XC40 2.0 T4 190 Momentum 5dr AWD Geartronic - Full Service History,2019,Hatchback,5,5,Silver,2.0,"5119,84","20,772",Petrol,32.8,Automatic,188,1,16-11-2021
Ford,EcoSport 1.0 EcoBoost 140 ST-Line 5dr Navigation - Full Service History,2019,Hatchback,5,5,Grey,1.0,3096,"3,234",Petrol,43.5,Manual,138,1,16-11-2021
Volkswagen,Passat 2.0 TDI 150 SE Business 4dr Navigation,2018,Saloon,4,5,Grey,2.0,"2639,84","36,127",n/a,54.3,Manual,148,2,16-11-2021
Dacia,Sandero Stepway 0.9 TCe 90 Comfort 5dr Navigation - 1 Owner From New,2019,Hatchback,5,5,White,0.9,"1919,84","16,936",Petrol,51.4,Manual,90,1,16-11-2021
Kia,Stonic 1.0T GDi [118] 4 5dr Navigation,2019,Hatchback,5,5,Yellow,1.0,"2879,84","14,958",Petrol,47.1,Manual,118,2,16-11-2021
Ford,Mondeo 2.0 TDCi 150 Zetec Edition 5dr Navigation,2019,Hatchback,5,5,Blue,2.0,"2463,84","47,84",n/a,53.3,Manual,148,1,16-11-2021
Hyundai,IONIQ 1.6 GDi 141 Hybrid Premium 5dr DCT - Full Service History,2018,Hatchback,5,5,Grey,1.6,"2719,84","44,429",Hybrid,62.8,Automatic,140,1,16-11-2021
Ford,Fiesta 1.1 Zetec 5dr Navigation - 1Owner From New,2018,Hatchback,5,5,Red,1.1,"2031,84","22,147",Petrol,64.2,Manual,84,1,16-11-2021
Mercedes-Benz,A-Class 1.5 [109] A180d AMG Line Premium Plus 5dr Navigation,2016,Hatchback,5,5,White,1.5,"2719,84","59,366",n/a,68.9,Manual,107,3,16-11-2021
Ford,Fiesta 1.0 Ecoboost 125 ST-Line 5dr Navigation - Full Service History,2018,Hatchback,5,5,Grey,1.0,"2559,84","13,284",Petrol,52.3,Manual,123,1,16-11-2021
Ford,Puma SUV 2.5 PHEV 225 ST-Line X Edition 5dr CVT - Full Service History,2020,Hatchback,5,5,Red,1.0,4320,"5,579",Petrol,n/a,Manual,222,1,16-11-2021
Jaguar,XF 2.0 D R-SPORT 5d 177 BHP,2018,Estate,5,5,White,2.0,"4159,2",24,n/a,58.9,Automatic,177,2,16-11-2021
Porsche,Macan 3.0 D S PDK 5d 258 BHP,2014,Estate,5,5,Black,3.0,"5279,2","46,304",n/a,46.3,Automatic,258,5,16-11-2021
Ford,Fiesta 1.0 EcoBoost 100 Zetec 5dr Navigation - 1 Owner From New,2018,Hatchback,5,5,Grey,1.0,"1679,84","45,79",Petrol,49.6,Manual,99,1,16-11-2021
BMW,4 Series 2.0 [184] 420i M Sport 5dr Auto - Navigation - Full Service History,2019,Coupe,4,5,Black,2.0,"4079,84","20,264",Petrol,48.7,Automatic,181,1,16-11-2021
Mercedes-Benz,GLA-Class 2.1 GLA220 CDI 4MATIC AMG LINE PREMIUM 5d 168 BHP,2015,Estate,5,5,Black,2.1,"3039,2",63,n/a,55.4,Automatic,168,3,16-11-2021
Vauxhall,Combo 1.6 Turbo D 2000 Edition L1 H1 EU6,2019,n/a,n/a,2,White,1.6,"1999,2","27,676",n/a,65.7,Manual,101,1,16-11-2021
Jaguar,F-PACE 2.0 PORTFOLIO AWD 5d 178 BHP,2018,Estate,5,5,Black,2.0,"5599,2",16,n/a,53.3,Automatic,177,2,16-11-2021
Ford,Fiesta 1.0 Ecoboost 140 ST-Line 5dr Navigation - Full Service History,2018,Hatchback,5,5,Blue,1.0,"2399,84","15,201",Petrol,58.9,Manual,123,1,16-11-2021
Ford,EcoSport 1.0 EcoBoost 125 ST-Line 5dr Navigation - Full Service History,2019,Hatchback,5,5,Blue,1.0,"2831,84","20,23",Petrol,43.5,Manual,123,1,16-11-2021
Ford,Mondeo 2.0 EcoBlue 190 ST-Line Edition 5dr Auto - 4300 of Extras,2019,Hatchback,5,5,White,2.0,"3999,84","15,716",n/a,49.6,Automatic,188,2,16-11-2021
Ford,Fiesta 1.1 ZETEC 5d 85 BHP,2018,Hatchback,5,5,Grey,1.1,"1919,2","14,747",Petrol,48.7,Manual,84,1,16-11-2021
Volkswagen,Caddy 1.0 TSI C20 Startline EU6,2019,n/a,n/a,5,White,1.0,"2479,2","12,739",Petrol,40.9,Manual,101,1,16-11-2021
BMW,3 Series 3.0 335D XDRIVE M SPORT 4d 308 BHP,2017,Saloon,4,5,White,3.0,"4159,2",33,n/a,51.4,Automatic,308,2,16-11-2021
Skoda,Octavia 1.6 TDI 110 SE Technology 5dr Navigation - Full Service History,2017,Estate,5,5,Grey,1.6,"1487,84","95,983",n/a,68.9,Manual,114,1,16-11-2021
BMW,4 Series 2.0 420I M SPORT GRAN COUPE 4d 181 BHP,2018,Coupe,4,5,White,2.0,"4159,2",15,Petrol,48.7,Automatic,181,1,16-11-2021
Ford,Focus 1.0 EcoBoost 125 Titanium 5dr Navigation - Full Service History,2019,Hatchback,5,5,Red,1.0,"2831,84","7,342",Petrol,49.6,Manual,123,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost 125 Titanium 5dr Navigation - Full Service History,2019,Hatchback,5,5,Red,1.0,"2551,84","5,196",Petrol,49.6,Manual,123,1,16-11-2021
Ford,Fiesta 1.25 82 Zetec 5dr,2013,Hatchback,5,5,White,1.2,"879,84","86,013",Petrol,54.3,Manual,80,3,16-11-2021
Ford,Fiesta 1.1 Zetec 3dr Navigation - Full Service History,2018,Hatchback,3,5,White,1.1,"1631,84","33,554",Petrol,48.7,Manual,84,1,16-11-2021
Ford,Transit Custom 2.0 TDCi 290 Trend Auto L1 H1 5dr,2018,n/a,n/a,3,Blue,2.0,"3199,2","20,931",n/a,40.9,Automatic,128,1,16-11-2021
Mercedes-Benz,C-Class 2.1 C220 D AMG LINE PREMIUM 4d 170 BHP,2017,Saloon,4,5,Black,2.1,"3519,2",35,n/a,64.2,Automatic,170,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost 125 Active 1 5dr Navigation - Full Service History,2020,Hatchback,5,5,Blue,1.0,"2399,84","17,268",Petrol,47.1,Manual,123,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost 125 ST-Line X 3dr Navigation - Full Service History,2018,Hatchback,3,5,Red,1.0,"1951,84","51,29",Petrol,65.7,Manual,123,1,16-11-2021
Ford,Transit 2.0 350 EcoBlue Trend RWD L4 H3 EU6,2019,n/a,n/a,5,White,2.0,"4639,2","18,32",n/a,39.8,Manual,168,1,16-11-2021
Peugeot,Partner 1.6 BlueHDi 950 Professional Long Panel Van LWB EU6,2019,n/a,n/a,n/a,White,1.6,"2399,2","29,014",n/a,36.2,Manual,100,1,16-11-2021
Ford,Transit Custom 2.0 300 EcoBlue L2 H1 EU6 5dr,2018,n/a,n/a,3,White,2.0,"3039,2","25,171",n/a,45.6,Manual,103,1,16-11-2021
Ford,Fiesta 1.1 Zetec 5dr - 1 Owner From New,2018,Hatchback,5,5,Red,1.1,"1679,84","23,593",Petrol,48.7,Manual,84,1,16-11-2021
Jaguar,XF 2.0 D PRESTIGE AWD 4d 177 BHP,2017,Saloon,4,5,Red,2.0,"3679,2",16,n/a,57.7,Automatic,177,1,16-11-2021
Audi,TT Coupe 2.0 TDI ULTRA S LINE 2d 182 BHP,2015,Coupe,2,4,White,2.0,"3039,2",68,n/a,62.8,Manual,182,2,16-11-2021
Ford,Fiesta 1.0 EcoBoost 100 Titanium 5dr Navigation - Full Service History,2018,Hatchback,5,5,Black,1.0,"1999,84","24,317",Petrol,49.6,Manual,99,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost 100 ST-Line 3dr Navigation - Full Service History,2018,Hatchback,3,5,Grey,1.0,"2095,84","29,952",Petrol,48.7,Manual,99,1,16-11-2021
Ford,Focus 1.0 EcoBoost 125 Titanium 5dr Navigation - Full Service History,2019,Hatchback,5,5,Blue,1.0,"2831,84","11,682",Petrol,49.6,Manual,123,1,16-11-2021
Ford,Focus 1.0 EcoBoost 125 ST-Line 5dr Navigation - Full Service History,2019,Hatchback,5,5,Grey,1.0,"3007,84","7,508",Petrol,48.7,Manual,123,1,16-11-2021
Ford,Fiesta 1.1 Zetec 5dr Navigation - Full Service History,2019,Hatchback,5,5,Blue,1.1,"2159,84","5,035",Petrol,48.7,Manual,84,2,16-11-2021
Land Rover,Range Rover Evoque 2.0 TD4 HSE DYNAMIC 5d 177 BHP,2015,Hatchback,5,5,Black,2.0,"4159,2",71,n/a,55.4,Automatic,178,1,16-11-2021
Mercedes-Benz,CLA 2.0 CLA250 4MATIC ENGINEERED BY AMG 5d 208 BHP,2016,Estate,5,5,Black,2.0,"3839,2","28,643",Petrol,42.8,Automatic,208,4,16-11-2021
Ford,Transit Custom 2.2 TDCi 290 Limited L1 H1 5dr,2017,n/a,n/a,3,Blue,2.2,"3359,2","15,923",n/a,40.9,Manual,128,1,16-11-2021
Ford,Transit Custom 2.0 320 EcoBlue Limited DCIV L2 H1 EU6 5dr,2019,n/a,n/a,6,Blue,2.0,"4399,2","18,214",n/a,43.5,Manual,128,1,16-11-2021
Ford,Transit Courier 1.0 EcoBoost Trend L1 EU6 5dr,2020,n/a,n/a,2,Silver,1.0,"2799,2","3,243",Petrol,53.3,Manual,99,1,16-11-2021
Ford,Transit Connect 1.5 200 EcoBlue Sport L1 EU6,2019,n/a,n/a,n/a,White,1.5,3360,"6,656",n/a,72.4,Manual,118,2,16-11-2021
Ford,Transit Custom 2.0 300 EcoBlue Limited DCIV L1 H1 EU6 5dr,2019,n/a,n/a,6,Blue,2.0,"4479,2","5,258",n/a,44.1,Manual,128,1,16-11-2021
Honda,HR-V 1.5 i-VTEC 130 SE Navi 5dr Auto - Navigation,2017,Hatchback,5,5,Red,1.5,"2479,84","47,46",Petrol,52.3,Manual,129,2,16-11-2021
Ford,Fiesta 1.0 EcoBoost 100 Zetec 5dr Auto - Navigation,2019,Hatchback,5,5,Grey,1.0,"2431,84","15,295",Petrol,42.8,Automatic,99,1,16-11-2021
Audi,A1 2.0 S1 QUATTRO 3d 228 BHP,2015,Hatchback,3,4,Red,2.0,"2879,2",56,Petrol,40.4,Manual,228,1,16-11-2021
Ford,Transit 2.0 350 EcoBlue FWD L2 H1 EU6 2dr,2018,n/a,n/a,3,Silver,2.0,"4559,2","19,995",n/a,38.2,Manual,129,1,16-11-2021
Ford,Ranger 2.2 TDCi Limited 2 Double Cab Pickup Auto 4WD 4dr,2017,Pick Up,n/a,5,Unknown,2.2,"3279,2",42,n/a,28.3,Automatic,148,1,16-11-2021
Kia,Stonic 1.0T GDi 118 ISG 3 5dr Navigation - Full Service History,2018,Hatchback,5,5,White,1.0,"2399,84","12,945",Petrol,47.1,Manual,118,1,16-11-2021
Ford,Focus 1.0 EcoBoost 125 Titanium 5dr Navigation - Full Service History,2019,Hatchback,5,5,Red,1.0,"2847,84","11,303",Petrol,49.6,Manual,123,1,16-11-2021
